Titulo,Autor,Calificacion,Categoria,Portada,Ancho,Alto
The Penguin Dictionary of Geology,Philip Kearey,4.0,Natural-History,./imagenes/00818.jpg,143,220
Wildwood,Roger Deakin,4.0,Natural-History,./imagenes/00819.jpg,133,205
The Old Ways,Robert Macfarlane,4.0,Natural-History,./imagenes/00820.jpg,142,220
Cat Vs. Cat,Pam Johnson-Bennett,4.0,Natural-History,./imagenes/00821.jpg,146,220
Winterdance: the Fine Madness of Running the Iditarod,Gary Paulsen,4.5,Natural-History,./imagenes/00822.jpg,140,220
Facing Up,Bear Grylls,4.0,Natural-History,./imagenes/00823.jpg,145,220
How to Raise the Perfect Dog,Cesar Millan,3.5,Natural-History,./imagenes/00824.jpg,144,220
Cosmos,Carl Sagan,4.5,Natural-History,./imagenes/00825.jpg,140,220
The Reef: A Passionate History: The Great Barrier Reef from Captain Cook to Climate Change,Iain McCalman,4.0,Natural-History,./imagenes/00826.jpg,139,205
Creative Haven Owls Coloring Book,Marjorie Sarnat,4.5,Natural-History,./imagenes/00827.jpg,165,220
Creative Haven Country Charm Coloring Book,Teresa Goodridge,4.5,Natural-History,./imagenes/00828.jpg,167,220
The Book of Bees,Piotr Socha,4.5,Natural-History,./imagenes/00829.jpg,162,220
Birds of Sri Lanka,Deepal Warakagoda,5.0,Natural-History,./imagenes/00830.jpg,142,220
The Complete Book of Cacti and Succulents,Terry Hewitt,4.0,Natural-History,./imagenes/00831.jpg,175,216
Handbook of Nature Study,Anna Botsford Comstock,4.5,Natural-History,./imagenes/00832.jpg,143,220
The Future Eaters,Tim F. Flannery,4.0,Natural-History,./imagenes/00833.jpg,146,220
Wild Encounters,David Yarrow,4.5,Natural-History,./imagenes/00834.jpg,180,202
In Bloom,Clare Nolan,0.0,Natural-History,./imagenes/00835.jpg,171,220
Plants of the Gods,Richard Evans Schultes,4.5,Natural-History,./imagenes/00836.jpg,146,218
Psilocybin Mushrooms Of The World,Paul Stamets,4.5,Natural-History,./imagenes/00837.jpg,144,220
Amazing Surfing Stories,Alex Wade,4.0,Natural-History,./imagenes/00838.jpg,144,220
The Ultimate Pet Health Guide,Gary Richter,4.0,Natural-History,./imagenes/00839.jpg,171,220
Orchids,Royal Horticultural Society,4.5,Natural-History,./imagenes/00840.jpg,171,220
Iris Grace,Arabella Carter-Johnson,4.5,Natural-History,./imagenes/00841.jpg,143,210
Plants: From Roots to Riches,Kathy Willis,4.0,Natural-History,./imagenes/00842.jpg,169,220
All Things Bright and Beautiful,James Herriot,4.5,Natural-History,./imagenes/00843.jpg,145,220
Grumpy Cat,Grumpy Cat,4.0,Natural-History,./imagenes/00844.jpg,165,220
A Gift from Bob,James Bowen,4.0,Natural-History,./imagenes/00845.jpg,138,220
Dog Medicine,Julie Barton,4.0,Natural-History,./imagenes/00846.jpg,146,220
Carrying the Fire,Michael Collins,4.5,Natural-History,./imagenes/00847.jpg,145,220
Crazy Plant Lady,Isabel Serna,4.0,Natural-History,./imagenes/00848.jpg,180,188
Wicked Plants,Amy Stewart,4.0,Natural-History,./imagenes/00849.jpg,169,220
Nature and the Human Soul,Bill Plotkin,4.5,Natural-History,./imagenes/00850.jpg,146,220
Backyard Farming: Keeping Honey Bees,Kim Pezza,3.5,Natural-History,./imagenes/00851.jpg,144,220
101 Dog Tricks,Kyra Sundance,4.0,Natural-History,./imagenes/00852.jpg,161,205
Nature Anatomy,Julia Rothman,4.5,Natural-History,./imagenes/00853.jpg,159,220
A Year in the Wild,Ruth Symons,4.5,Natural-History,./imagenes/00854.jpg,171,220
The Philosopher and the Wolf,Mark Rowlands,4.0,Natural-History,./imagenes/00855.jpg,144,220
Last Child in the Woods,Richard Louv,4.0,Natural-History,./imagenes/00856.jpg,138,220
Secret Garden:Three Mini Journals,Johanna Basford,5.0,Natural-History,./imagenes/00857.jpg,165,220
Hunting with Eagles: In the Realm of the Mongolian Kazakhs,Palani Mohan,4.5,Natural-History,./imagenes/00858.jpg,189,220
Down to Earth Dressage,Carl Hester,4.5,Natural-History,./imagenes/00859.jpg,140,220
Guide to Bees & Honey,Ted Hooper,4.0,Natural-History,./imagenes/00860.jpg,139,220
Really Relaxing Colouring Book 5,Elizabeth James,4.5,Natural-History,./imagenes/00861.jpg,170,220
Heartwood,Rowan Reid,5.0,Natural-History,./imagenes/00862.jpg,150,215
"If You Have to Cry- Go Outside",Kelly Cutrone,4.0,Personal-Development,./imagenes/00863.jpg,130,205
"Act Like a Lady- Think Like a Man",Steve Harvey,4.0,Personal-Development,./imagenes/00864.jpg,147,220
The Subtle Art of Not Giving a F*ck,Mark Manson,4.0,Personal-Development,./imagenes/00865.jpg,146,220
"I'm Ok- You're Ok",Thomas A. Harris,3.5,Personal-Development,./imagenes/00866.jpg,134,205
The Little Book of Hygge,Meik Wiking,3.5,Personal-Development,./imagenes/00867.jpg,154,209
Have You Eaten Grandma?,Gyles Brandreth,4.0,Personal-Development,./imagenes/00868.jpg,142,220
The Happiness Project One-Sentence Journal,Gretchen Rubin,4.5,Personal-Development,./imagenes/00869.jpg,138,205
"Love- Freedom and Aloneness",Osho,4.0,Personal-Development,./imagenes/00870.jpg,135,205
Mindset,Carol S. Dweck,4.0,Personal-Development,./imagenes/00871.jpg,142,190
Full Catastrophe Living,Jon Kabat-Zinn,4.0,Personal-Development,./imagenes/00872.jpg,146,220
A Mind for Numbers,Barbara Oakley,4.5,Personal-Development,./imagenes/00873.jpg,148,220
The Last Song,Nicholas Sparks,4.0,Personal-Development,./imagenes/00874.jpg,136,220
A New Earth,Eckhart Tolle,4.0,Personal-Development,./imagenes/00875.jpg,137,205
The Drama of the Gifted Child,Alice Miller,4.0,Personal-Development,./imagenes/00875.jpg,146,220
I Can Make You Rich,Paul McKenna,3.5,Personal-Development,./imagenes/00876.jpg,138,198
How I Raised Myself From Failure to Success in Selling,Frank Bettger,4.5,Personal-Development,./imagenes/00877.jpg,135,205
The Art of Learning,Josh Waitzkin,4.0,Personal-Development,./imagenes/00878.jpg,133,210
The Power Of Positive Thinking,DR. NORMAN VINCENT PEALE,4.0,Personal-Development,./imagenes/00879.jpg,133,200
Show Your Work!,Austin Kleon,4.0,Personal-Development,./imagenes/00880.jpg,205,206
The Sociopath Next Door,Martha Stout,4.0,Personal-Development,./imagenes/00881.jpg,133,205
The Road Back to You,Ian Morgan Cron,4.5,Personal-Development,./imagenes/00882.jpg,142,220
Staying Strong,Demi Lovato,4.0,Personal-Development,./imagenes/00883.jpg,150,208
Discipline Equals Freedom,Jocko Willink,4.0,Personal-Development,./imagenes/00884.jpg,180,205
Tools of Titans,Timothy Ferriss,4.0,Personal-Development,./imagenes/00885.jpg,171,220
Mindset,Carol S Dweck,4.0,Personal-Development,./imagenes/00886.jpg,141,185
Lost Connections,Johann Hari,4.5,Personal-Development,./imagenes/00886.jpg,142,220
L'art de la Simplicite (The English Edition),Dominique Loreau,3.5,Personal-Development,./imagenes/00887.jpg,107,202
Self Compassion,Kristin Neff,4.0,Personal-Development,./imagenes/00888.jpg,144,220
The Mindful Self-Compassion Workbook,Kristin Neff,4.5,Personal-Development,./imagenes/00889.jpg,167,220
Unbeatable Mind,Mark Divine,4.0,Personal-Development,./imagenes/00890.jpg,142,220
Waking The Tiger,Peter A. Levine,4.0,Personal-Development,./imagenes/00891.jpg,162,220
Children Of The Self-Absorbed,Nina W. Brown,4.0,Personal-Development,./imagenes/00892.jpg,146,220
The Happiness Trap,Russ Harris,4.0,Personal-Development,./imagenes/00893.jpg,146,220
The Baby Owner's Manual,Louis Borgenicht,4.0,Personal-Development,./imagenes/00894.jpg,157,220
How to be H.O.T.,Christal Fuentes,5.0,Personal-Development,./imagenes/00895.jpg,180,202
Nine Lies About Work,Marcus Buckingham,4.0,Personal-Development,./imagenes/00896.jpg,149,220
Am I Doing This Right?,Tanya Hennessy,4.0,Personal-Development,./imagenes/00897.jpg,144,220
Pussy,Regena Thomashauer,4.0,Personal-Development,./imagenes/00898.jpg,113,114
Sleep Smarter,Shawn Stevenson,4.0,Personal-Development,./imagenes/00899.jpg,136,211
The Universe Has Your Back,Gabrielle Bernstein,4.5,Personal-Development,./imagenes/00900.jpg,180,180
The Life-Changing Magic of Not Giving a F**k,Sarah Knight,3.5,Personal-Development,./imagenes/00901.jpg,117,202
Calm the F**k Down,Sarah Knight,4.0,Personal-Development,./imagenes/00902.jpg,137,220
How to See Yourself As You Really Are,Dalai Lama XIV,4.0,Personal-Development,./imagenes/00903.jpg,118,190
What Got You Here Won't Get You There,Marshall Goldsmith,4.0,Personal-Development,./imagenes/00904.jpg,112,197
Ultimate Confidence,Marisa Peer,4.5,Personal-Development,./imagenes/00905.jpg,144,220
The Little Book of Mindfulness,Dr. Patrizia Collard,4.0,Personal-Development,./imagenes/00906.jpg,160,220
Rule #1,Phil Town,4.0,Personal-Development,./imagenes/00907.jpg,145,220
The DevOPS Handbook,Gene Kim,4.5,Personal-Development,./imagenes/00908.jpg,144,220
The Day the Crayons Quit,Drew Daywalt,4.5,Poetry-Drama,./imagenes/00909.jpg,205,206
Tao Te Ching,Reader in Classics Stephen Mitchell,4.5,Poetry-Drama,./imagenes/00910.jpg,144,220
As I Lay Dying,William Faulkner,3.5,Poetry-Drama,./imagenes/00911.jpg,142,220
P.G. Wodehouse: A Life in Letters,P. G. Wodehouse,4.0,Poetry-Drama,./imagenes/00912.jpg,129,199
The Birth of Tragedy,Friedrich Nietzsche,4.0,Poetry-Drama,./imagenes/00913.jpg,96,148
Against Interpretation and Other Essays,Susan Sontag,4.0,Poetry-Drama,./imagenes/00914.jpg,144,220
A Book of Luminous Things,Czeslaw Milosz,4.0,Poetry-Drama,./imagenes/00915.jpg,122,187
The Histories,Herodotus,4.0,Poetry-Drama,./imagenes/00916.jpg,143,220
The Turn of the Screw and Other Stories,Henry James,3.5,Poetry-Drama,./imagenes/00917.jpg,145,220
The Poetic Edda,Carolyne Larrington,4.5,Poetry-Drama,./imagenes/00918.jpg,145,220
Heroes,Stephen Fry,4.5,Poetry-Drama,./imagenes/00919.jpg,142,220
What I Read (Red) Mini Journal,Potter Style,4.0,Poetry-Drama,./imagenes/00920.jpg,166,213
Catcher in the Rye,J. D. Salinger,4.0,Poetry-Drama,./imagenes/00921.jpg,145,220
The Location of Culture,Homi K. Bhabha,4.0,Poetry-Drama,./imagenes/00922.jpg,143,220
Tao Te Ching,Lao Tze,4.5,Poetry-Drama,./imagenes/00923.jpg,140,220
Selected Poems of Rumi,Jalalu'L-Din   Rumi,4.0,Poetry-Drama,./imagenes/00923.jpg,135,220
Leaves of Grass,Walter Whitman,4.0,Poetry-Drama,./imagenes/00924.jpg,139,220
The Burial at Thebes,Seamus Heaney,4.0,Poetry-Drama,./imagenes/00925.jpg,142,220
The Arcades Project,Walter Benjamin,4.5,Poetry-Drama,./imagenes/00926.jpg,130,220
Mythos,Stephen Fry,4.0,Poetry-Drama,./imagenes/00927.jpg,140,215
Why I Wake Early,Mary Oliver,4.5,Poetry-Drama,./imagenes/00928.jpg,166,220
The Merchant of Venice,Vicki Wienand,4.0,Poetry-Drama,./imagenes/00929.jpg,170,220
A Midsummer Night's Dream,Rex Gibson,4.0,Poetry-Drama,./imagenes/00930.jpg,170,220
Hamlet,Vicki Wienand,4.0,Poetry-Drama,./imagenes/00931.jpg,170,220
A Doll's House: York Notes Advanced,Henrik Ibsen,3.5,Poetry-Drama,./imagenes/00932.jpg,141,205
Mythos,Stephen Fry,4.0,Poetry-Drama,./imagenes/00933.jpg,140,215
To All The Boys I've Loved Before: FILM TIE IN EDITION,Jenny Han,4.0,Poetry-Drama,./imagenes/00933.jpg,143,220
Shakespeare's Sonnets,Katherine Duncan-Jones,4.5,Poetry-Drama,./imagenes/00934.jpg,144,220
"A ""Streetcar Named Desire""",Tennessee Williams,4.0,Poetry-Drama,./imagenes/00935.jpg,144,220
Harry Potter and the Philosopher's Stone - Gryffindor Edition,J. K. Rowling,4.5,Poetry-Drama,./imagenes/00936.jpg,136,191
First Thousand Words in German,Heather Amery,4.0,Poetry-Drama,./imagenes/00937.jpg,167,220
Richard III (No Fear Shakespeare),Sparknotes,4.0,Poetry-Drama,./imagenes/00938.jpg,155,220
The World's Wife,Carol Ann Duffy,4.0,Poetry-Drama,./imagenes/00939.jpg,145,216
Sentenced to Life,Clive James,4.0,Poetry-Drama,./imagenes/00940.jpg,137,207
Dirty Pretty Things,Michael Faudet,4.0,Poetry-Drama,./imagenes/00941.jpg,128,194
Bitter Sweet Love,Michael Faudet,3.5,Poetry-Drama,./imagenes/00942.jpg,114,201
Pillow Thoughts II,Courtney Peppernell,4.0,Poetry-Drama,./imagenes/00943.jpg,138,220
Milk and Honey,Rupi Kaur,4.0,Poetry-Drama,./imagenes/00944.jpg,144,220
The Opposite of Loneliness,Marina Keegan,4.0,Poetry-Drama,./imagenes/00945.jpg,145,220
A Thousand Mornings,Mary Oliver,4.0,Poetry-Drama,./imagenes/00946.jpg,140,220
Everything in its Place,Oliver Sacks,4.0,Poetry-Drama,./imagenes/00947.jpg,143,220
Romeo and Juliet (No Fear Shakespeare),Sparknotes,3.5,Poetry-Drama,./imagenes/00948.jpg,153,220
The Lonely City,Olivia Laing,4.0,Poetry-Drama,./imagenes/00949.jpg,144,220
21 Lessons for the 21st Century,Yuval Noah Harari,4.0,Poetry-Drama,./imagenes/00950.jpg,144,220
Othello,William Shakespeare,4.0,Poetry-Drama,./imagenes/00951.jpg,134,220
Anne of Green Gables & Anne of Avonlea,Lucy Montgomery,4.0,Poetry-Drama,./imagenes/00952.jpg,138,220
Growing Up Asian In Australia,Alice Pung,3.5,Poetry-Drama,./imagenes/00953.jpg,141,220
Twilight,Stephenie Meyer,3.5,Poetry-Drama,./imagenes/00954.jpg,140,220
Teaching My Mother How to Give Birth,Warsan Shire,4.5,Poetry-Drama,./imagenes/00955.jpg,143,220
Milk and Vine,Emily Beck,4.0,Poetry-Drama,./imagenes/00956.jpg,147,220
In Search of Excellence,Thomas J. Peters,4.0,Reference,./imagenes/00956.jpg,146,220
Life,Paulo Coelho,4.0,Reference,./imagenes/00957.jpg,139,220
Great British Wit,Rosemarie Jarski,4.0,Reference,./imagenes/00958.jpg,143,192
Eleventh Hour CISSP (R),Eric Conrad,4.0,Reference,./imagenes/00959.jpg,178,220
The Penguin Dictionary of Philosophy,Thomas Mautner,4.0,Reference,./imagenes/00960.jpg,133,205
The Black Swan,Nassim Nicholas Taleb,4.0,Reference,./imagenes/00961.jpg,143,220
The End of Poverty,Sachs D Jeffrey,3.5,Reference,./imagenes/00962.jpg,143,220
The Concise Oxford Dictionary of English Etymology,T. F. Hoad,4.0,Reference,./imagenes/00963.jpg,144,220
The Sociological Imagination,C. Wright Mills,4.0,Reference,./imagenes/00964.jpg,136,205
Oxford IB Diploma Programme: Mathematics Higher Level Course Companion,Josip Harcet,4.5,Reference,./imagenes/00965.jpg,157,205
The Oxford Dictionary of Art and Artists,Ian Chilvers,4.0,Reference,./imagenes/00966.jpg,135,205
Roman Lives,Plutarch,4.0,Reference,./imagenes/00967.jpg,135,205
A Dictionary of Geology and Earth Sciences,Michael Allaby,4.0,Reference,./imagenes/00968.jpg,145,220
Superintelligence,Nick Bostrom,4.0,Reference,./imagenes/00969.jpg,145,220
100 Facts About Sharks,Claudia O'Doherty,4.0,Reference,./imagenes/00970.jpg,185,157
How to Write History that People Want to Read,Ann Curthoys,4.0,Reference,./imagenes/00971.jpg,147,220
The LEGO Book New Edition,Daniel Lipkowitz,4.0,Reference,./imagenes/00972.jpg,180,215
100 Years,Joshua Prager,3.5,Reference,./imagenes/00973.jpg,142,220
Linked,Albert-Laszlo Barabasi,4.0,Reference,./imagenes/00974.jpg,146,220
Oscar Wilde's Wit and Wisdom,Oscar Wilde,4.0,Reference,./imagenes/00975.jpg,138,213
Art Of Dramatic Writing,Lajos Egri,4.0,Reference,./imagenes/00976.jpg,133,205
The Landmark Thucydides,Victor Davis Hanson,4.0,Reference,./imagenes/00977.jpg,175,220
"Gulls of Europe- Asia and North America",Klaus Malling Olsen,4.5,Reference,./imagenes/00978.jpg,156,220
Vargic's Miscellany of Curious Maps,Martin Vargic,4.0,Reference,./imagenes/00979.jpg,184,220
The Wheel of Time,Carlos Castaneda,4.0,Reference,./imagenes/00980.jpg,141,220
Emergency Food Storage,Peggy Layton,4.0,Reference,./imagenes/00981.jpg,147,220
Great Thinkers,The School of Life,4.5,Reference,./imagenes/00982.jpg,162,220
Explorers on the Moon,Herge,4.0,Reference,./imagenes/00983.jpg,157,220
Our World,Little Mix,4.5,Reference,./imagenes/00984.jpg,171,220
"National Geographic Atlas of the World- Tenth Edition",National Geographic,4.5,Reference,./imagenes/00985.jpg,149,220
The Science of Cooking,Dr Stuart Farrimond,4.5,Reference,./imagenes/00986.jpg,180,215
Third Culture Kids,David C. Pollock,4.0,Reference,./imagenes/00987.jpg,146,220
Culinary Reactions,Simon Quellen Field,3.5,Reference,./imagenes/00988.jpg,147,220
200 Fair Isle Motifs,Mary Jane Mucklestone,4.5,Reference,./imagenes/00989.jpg,205,210
The Adventure of English,Melvyn Bragg,4.0,Reference,./imagenes/00990.jpg,146,220
The Maria Thun Biodynamic Calendar 2018: 2018,Matthias Thun,0.0,Reference,./imagenes/00991.jpg,146,220
Hugh Johnson's Pocket Wine Book 2019,Hugh Johnson,5.0,Reference,./imagenes/00992.jpg,107,220
London Underground By Design,Mark Ovenden,4.5,Reference,./imagenes/00993.jpg,180,215
What are Universities For?,Stefan Collini,3.5,Reference,./imagenes/00994.jpg,144,220
Porsche 911 (65 - 89),J. H. Haynes,0.0,Reference,./imagenes/00995.jpg,173,220
Embracing Our Selves,Hal Stone,4.0,Reference,./imagenes/00996.jpg,129,211
Nonviolent Commun Comp Workbook,Lucy Leu,4.5,Reference,./imagenes/00997.jpg,154,220
"Music Theory for Young Musicians- Bk 5",Ying Ying Ng,5.0,Reference,./imagenes/00998.jpg,164,220
My First Music Theory Book,Lina Ng,4.0,Reference,./imagenes/00999.jpg,166,220
The Screwtape Letters,C. S. Lewis,4.0,Religion,./imagenes/01000.jpg,141,220
Tao Te Ching,Reader in Classics Stephen Mitchell,4.5,Religion,./imagenes/01001.jpg,144,220
The Artisan Soul,Erwin Raphael McManus,4.0,Religion,./imagenes/01001.jpg,154,220
Religion for Atheists,Alain de Botton,3.5,Religion,./imagenes/01002.jpg,144,215
Meditations,Marcus Aurelius,4.0,Religion,./imagenes/01003.jpg,128,220
The Wounded Healer,Henri J. M. Nouwen,4.5,Religion,./imagenes/01004.jpg,118,206
A Thousand Names for Joy,Byron Katie,4.0,Religion,./imagenes/01005.jpg,143,220
Answering Jihad,Nabeel Qureshi,4.5,Religion,./imagenes/01006.jpg,145,220
The Hiding Place,Corrie Ten Boom,4.5,Religion,./imagenes/01007.jpg,144,220
The Good and Beautiful Life,James Bryan Smith,4.0,Religion,./imagenes/01007.jpg,143,220
Satanic Rituals,Anton Szandor La Vey,3.5,Religion,./imagenes/01008.jpg,131,215
The Complete Conversations with God,Neale Donald Walsch,4.5,Religion,./imagenes/01009.jpg,153,220
The Wave,Todd Strasser,3.5,Religion,./imagenes/01010.jpg,122,200
Interior Castle,Of Avila Saint Teresa,4.0,Religion,./imagenes/01011.jpg,138,220
The Four Horsemen,Richard Dawkins,4.0,Religion,./imagenes/01012.jpg,139,220
The Gospel According to Blindboy,Blindboy Boatclub,4.0,Religion,./imagenes/01013.jpg,135,220
Unbound,Neal Lozano,4.5,Religion,./imagenes/01014.jpg,133,198
Heaven is for Real,Todd Burpo,4.0,Religion,./imagenes/01015.jpg,138,220
Complete Book of Witchcraft,Raymond Buckland,4.0,Religion,./imagenes/01016.jpg,173,220
The Secret of the Rosary,Saint  De Montfort Louis-Marie,4.5,Religion,./imagenes/01017.jpg,134,220
Operating in the Courts of Heaven,Robert Henderson,4.5,Religion,./imagenes/01018.jpg,140,215
He Loves Me,Wayne Jacobsen,4.5,Religion,./imagenes/01019.jpg,142,220
The Amazing Power of Deliberate Intent,Esther Hicks,4.0,Religion,./imagenes/01020.jpg,145,208
Wicca,Harmony Nice,4.0,Religion,./imagenes/01021.jpg,137,220
The Language Of God: A Scientist Presents Evidence For Belief,Collins,4.0,Religion,./imagenes/01021.jpg,134,205
New Morning Mercies,Paul David Tripp,4.5,Religion,./imagenes/01022.jpg,147,220
The Gospel Comes with a House Key,Rosaria Butterfield,4.5,Religion,./imagenes/01023.jpg,142,220
The Moral Landscape,Sam Harris,4.0,Religion,./imagenes/01024.jpg,143,220
Why Buddhism is True,Robert Wright,4.0,Religion,./imagenes/01025.jpg,146,220
Prayer,Timothy Keller,4.5,Religion,./imagenes/01026.jpg,135,220
The Message,Eugene H. Peterson,4.5,Religion,./imagenes/01027.jpg,155,220
Parenting with Love and Logic,Foster W. Cline,4.0,Religion,./imagenes/01028.jpg,154,220
I Don't Have Enough Faith to Be an Atheist,Norman L. Geisler,4.0,Religion,./imagenes/01029.jpg,143,220
Where the Hell is God?,Richard Leonard,4.0,Religion,./imagenes/01030.jpg,139,205
33 Days to Morning Glory,Michael E. Gaitley,4.5,Religion,./imagenes/01031.jpg,149,220
"Praying Life- A",Paul Miller,4.5,Religion,./imagenes/01032.jpg,147,220
An Astonishing Secret,Daniel O'Leary,5.0,Religion,./imagenes/01033.jpg,141,220
The Plausibility Problem,,4.5,Religion,./imagenes/01034.jpg,140,220
A Brief History of the Druids,Peter Berresford Ellis,4.0,Religion,./imagenes/01035.jpg,133,205
Islam,Karen Armstrong,4.0,Religion,./imagenes/01036.jpg,148,220
How to Relax,Thich Nhat Hanh,4.0,Religion,./imagenes/01037.jpg,132,183
A Book Of Silence,Sara Maitland,4.0,Religion,./imagenes/01038.jpg,144,220
Feeding Your Demons,Tsultrim Allione,4.0,Religion,./imagenes/01039.jpg,141,220
The Kybalion - Hermetic Philosophy - Revised and Updated Edition,Three Initiates,4.5,Religion,./imagenes/01040.jpg,142,220
Reconciliation,Thich Nhat Hanh,4.5,Religion,./imagenes/01041.jpg,148,220
Netherland,Joseph O'Neill,3.5,Romance,./imagenes/01042.jpg,144,220
Don't You Forget About Me,Mhairi McFarlane,4.0,Romance,./imagenes/01043.jpg,144,220
Under a Vampire Moon,Lynsay Sands,4.0,Romance,./imagenes/01044.jpg,137,220
Masqueraders,Georgette Heyer,4.0,Romance,./imagenes/01045.jpg,134,205
Anil's Ghost,Michael Ondaatje,3.5,Romance,./imagenes/01046.jpg,131,205
Fifty Shades of Grey,E. L. James,3.5,Romance,./imagenes/01047.jpg,143,220
Tess of the D'Urbervilles,Thomas Hardy,4.0,Romance,./imagenes/01048.jpg,145,220
Call Me by Your Name,Andre Aciman,4.5,Romance,./imagenes/01049.jpg,143,220
Ross Poldark,Winston Graham,4.0,Romance,./imagenes/01050.jpg,135,205
In Bed With A Highlander,Maya Banks,4.0,Romance,./imagenes/01051.jpg,125,205
The Darkest Surrender,Gena Showalter,4.5,Romance,./imagenes/01052.jpg,139,220
Visions in Death,J D Robb,4.5,Romance,./imagenes/01053.jpg,135,220
Innocent in Death,J D Robb,4.5,Romance,./imagenes/01054.jpg,136,220
Dragon Bound,Thea Harrison,4.0,Romance,./imagenes/01055.jpg,137,220
Dark Witch,Nora Roberts,4.0,Romance,./imagenes/01056.jpg,149,220
You Can't Hide,Karen Rose,4.5,Romance,./imagenes/01057.jpg,137,220
Chocolat,Joanne Harris,4.0,Romance,./imagenes/01058.jpg,141,220
Tales Of The City,Armistead Maupin,4.0,Romance,./imagenes/01059.jpg,128,200
Sweet Revenge,Nora Roberts,4.0,Romance,./imagenes/01060.jpg,134,220
Archangel's Legion,Nalini Singh,4.5,Romance,./imagenes/01061.jpg,143,218
Written in My Own Heart's Blood,Diana Gabaldon,4.5,Romance,./imagenes/01062.jpg,134,220
The Husband's Secret,Liane Moriarty,4.0,Romance,./imagenes/01063.jpg,144,220
This Man Confessed,Jodi Ellen Malpas,4.5,Romance,./imagenes/01064.jpg,144,220
Pleasure of a Dark Prince,Kresley Cole,4.5,Romance,./imagenes/01065.jpg,129,207
Dreams of a Dark Warrior,Kresley Cole,4.5,Romance,./imagenes/01066.jpg,136,220
Promises After Dark (After Dark Book 3),Sadie Matthews,4.0,Romance,./imagenes/01067.jpg,143,205
Half-Blood (The First Covenant Novel),Jennifer L. Armentrout,4.0,Romance,./imagenes/01068.jpg,144,220
The Midnight Rose,Lucinda Riley,4.5,Romance,./imagenes/01069.jpg,146,220
Uprooted,Naomi Novik,4.0,Romance,./imagenes/01070.jpg,144,220
Shadow's Claim,Kresley Cole,4.5,Romance,./imagenes/01071.jpg,134,220
The Lucky One,Nicholas Sparks,4.0,Romance,./imagenes/01072.jpg,137,212
Archangel's Heart,Nalini Singh,4.5,Romance,./imagenes/01073.jpg,142,220
The Left Hand of Darkness,Ursula K. LeGuin,4.0,Romance,./imagenes/01074.jpg,143,220
The Single Ladies of Jacaranda Retirement Village,Joanna Nell,4.0,Romance,./imagenes/01075.jpg,144,220
Maybe Someday,Colleen Hoover,4.5,Romance,./imagenes/01076.jpg,142,216
All Your Perfects,Colleen Hoover,4.5,Romance,./imagenes/01077.jpg,138,215
The Storm Sister,Lucinda Riley,4.5,Romance,./imagenes/01078.jpg,145,220
Craving,Helen Hardt,4.0,Romance,./imagenes/01079.jpg,141,215
The Complete History of Middle-Earth,Christopher Tolkien,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01080.jpg,193,205
Seveneves,Neal Stephenson,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01081.jpg,144,220
A Reaper at the Gates,Sabaa Tahir,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01082.jpg,145,220
The Ocean at the End of the Lane,Neil Gaiman,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01083.jpg,133,200
Tinkers,Paul Harding,3.5,Science-Fiction-Fantasy-Horror,./imagenes/01084.jpg,143,220
The Haunting of Hill House,Shirley Jackson,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01085.jpg,144,220
Songs of a Dead Dreamer and Grimscribe,Thomas Ligotti,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01086.jpg,144,220
Sword Art Online 2: Aincrad (light novel),Reki Kawahara,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01087.jpg,147,220
"The Saga of Tanya the Evil- Vol. 1 (light novel)",Carlo Zen,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01088.jpg,153,220
Kraken,China Mieville,3.5,Science-Fiction-Fantasy-Horror,./imagenes/01089.jpg,145,220
Mostly Harmless,Douglas Adams,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01090.jpg,135,220
The Exile,Diana Gabaldon,3.5,Science-Fiction-Fantasy-Horror,./imagenes/01091.jpg,141,220
Gunmetal Magic,Ilona Andrews,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01092.jpg,135,220
Outlander,Diana Gabaldon,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01093.jpg,135,220
Drums of Autumn,Diana Gabaldon,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01094.jpg,133,220
Dreamfever,Karen Marie Moning,4.5,Science-Fiction-Fantasy-Horror,./imagenes/01095.jpg,132,220
Flatland,Edwin A. Abbott,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01096.jpg,133,220
Maskerade,Terry Pratchett,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01097.jpg,139,215
Good Omens,Neil Gaiman,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01098.jpg,142,220
Endymion,Dan Simmons,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01099.jpg,134,220
Gardens Of The Moon,Steven Erikson,4.0,Science-Fiction-Fantasy-Horror,./imagenes/01100.jpg,121,205
